Year,Home_Team,HTScore,Away_Team,ATScore,Winner,Winning_score,Loser,Losing_score,Draw

2013,"
Wasps ",19," Exeter Chiefs
",16,"
Wasps ",19," Exeter Chiefs
",16,0

2013,"
Worcester Warriors ",22," Leicester Tigers
",23," Leicester Tigers
",23,"
Worcester Warriors ",22,0

2013,"
Sale Sharks ",24," Gloucester Rugby
",19,"
Sale Sharks ",24," Gloucester Rugby
",19,0

2013,"
Bath Rugby ",24,"Newcastle Falcons
",6 ,"Newcastle Falcons
",6 ,"
Bath Rugby ",24,0

2013,"
Saracens ",13," London Irish
",22," London Irish
",22,"
Saracens ",13,0

2013,"
Exeter Chiefs ",16," Northampton Saints
",17," Northampton Saints
",17,"
Exeter Chiefs ",16,0

2013,"
Harlequins ",11," Wasps
",10,"
Harlequins ",11," Wasps
",10,0

2013,"
Sale Sharks ",10," Saracens
",15," Saracens
",15,"
Sale Sharks ",10,0

2013,"
Harlequins ",18," Newcastle Falcons
",14,"
Harlequins ",18," Newcastle Falcons
",14,0

2013,"
Northampton Saints ",30," Worcester Warriors
",14,"
Northampton Saints ",30," Worcester Warriors
",14,0

2013,"
Wasps ",20," London Irish
",23," London Irish
",23,"
Wasps ",20,0

2013,"
Exeter Chiefs ",23," Bath Rugby
",27," Bath Rugby
",27,"
Exeter Chiefs ",23,0

2013,"
Leicester Tigers ",11,"Gloucester Rugby
",8 ,"Gloucester Rugby
",8 ,"
Leicester Tigers ",11,0

2013,"
Bath Rugby ",32," Wasps
",25,"
Bath Rugby ",32," Wasps
",25,0

2013,"
Gloucester Rugby ",25," Harlequins
",20,"
Gloucester Rugby ",25," Harlequins
",20,0

2013,"
Worcester Warriors ",12," Sale Sharks
",24," Sale Sharks
",24,"
Worcester Warriors ",12,0

2013,"
London Irish ",15," Leicester Tigers
",20," Leicester Tigers
",20,"
London Irish ",15,0

2013,"
Newcastle Falcons ",16," Northampton Saints
",22," Northampton Saints
",22,"
Newcastle Falcons ",16,0

2013,"
Saracens ",23," Exeter Chiefs
",10,"
Saracens ",23," Exeter Chiefs
",10,0

2013,"
Bath Rugby ",10," Saracens
",23," Saracens
",23,"
Bath Rugby ",10,0

2013,"
Exeter Chiefs ",18,"London Irish
",0 ,"
Exeter Chiefs ",18,"London Irish
",0 ,0

2013,"
Harlequins ",21," Worcester Warriors
",20,"
Harlequins ",21," Worcester Warriors
",20,0

2013,"
Wasps ",17," Sale Sharks
",21," Sale Sharks
",21,"
Wasps ",17,0

2013,"
Northampton Saints ",39," Gloucester Rugby
",13,"
Northampton Saints ",39," Gloucester Rugby
",13,0

2013,"
Newcastle Falcons ",18," Leicester Tigers
",41," Leicester Tigers
",41,"
Newcastle Falcons ",18,0

2013,"
Worcester Warriors ",11," Wasps
",13," Wasps
",13,"
Worcester Warriors ",11,0

2013,"
Sale Sharks ",19,"Northampton Saints
",6 ,"Northampton Saints
",6 ,"
Sale Sharks ",19,0

2013,"
Gloucester Rugby ",40," Newcastle Falcons
",33,"
Gloucester Rugby ",40," Newcastle Falcons
",33,0

2013,"
Saracens ",39," Harlequins
",17,"
Saracens ",39," Harlequins
",17,0

2013,"
London Irish ",23," Bath Rugby
",44," Bath Rugby
",44,"
London Irish ",23,0

2013,"
Leicester Tigers ",45," Exeter Chiefs
",15,"
Leicester Tigers ",45," Exeter Chiefs
",15,0

2013,"
Bath Rugby ",11," Sale Sharks
",12," Sale Sharks
",12,"
Bath Rugby ",11,0

2013,"
Exeter Chiefs ",13," Gloucester Rugby
",14," Gloucester Rugby
",14,"
Exeter Chiefs ",13,0

2013,"
Harlequins ",23,"London Irish
",9 ,"London Irish
",9 ,"
Harlequins ",23,0

2013,"
Wasps ",20," Saracens
",32," Saracens
",32,"
Wasps ",20,0

2013,"
Northampton Saints ",16," Leicester Tigers
",22," Leicester Tigers
",22,"
Northampton Saints ",16,0

2013,"
Newcastle Falcons ",12," Worcester Warriors
",17," Worcester Warriors
",17,"
Newcastle Falcons ",12,0

2013,"
Sale Sharks ",12," Harlequins
",27," Harlequins
",27,"
Sale Sharks ",12,0

2013,"
Leicester Tigers ",27," Wasps
",15,"
Leicester Tigers ",27," Wasps
",15,0

2013,"
Worcester Warriors ",33," Exeter Chiefs
",38," Exeter Chiefs
",38,"
Worcester Warriors ",33,0

2013,"
Gloucester Rugby ",17," Bath Rugby
",18," Bath Rugby
",18,"
Gloucester Rugby ",17,0

2013,"
Saracens ",28," Northampton Saints
",24,"
Saracens ",28," Northampton Saints
",24,0

2013,"
London Irish ",40," Newcastle Falcons
",12,"
London Irish ",40," Newcastle Falcons
",12,0

2013,"
Harlequins ",24," Leicester Tigers
",20,"
Harlequins ",24," Leicester Tigers
",20,0

2013,"
Bath Rugby ",32," Worcester Warriors
",20,"
Bath Rugby ",32," Worcester Warriors
",20,0

2013,"
Exeter Chiefs ",12," Sale Sharks
",55," Sale Sharks
",55,"
Exeter Chiefs ",12,0

2013,"
Wasps ",38," Gloucester Rugby
",30,"
Wasps ",38," Gloucester Rugby
",30,0

2013,"
Northampton Saints ",36," London Irish
",21,"
Northampton Saints ",36," London Irish
",21,0

2013,"
Newcastle Falcons ",18," Saracens
",23," Saracens
",23,"
Newcastle Falcons ",18,0

2013,"
Bath Rugby ",19," Northampton Saints
",19,Draw,0,Draw,0,1

2013,"
Gloucester Rugby ",38," London Irish
",30,"
Gloucester Rugby ",38," London Irish
",30,0

2013,"
Saracens ",44," Worcester Warriors
",20,"
Saracens ",44," Worcester Warriors
",20,0

2013,"
Wasps ",44," Newcastle Falcons
",38,"
Wasps ",44," Newcastle Falcons
",38,0

2013,"
Sale Sharks ",22," Leicester Tigers
",42," Leicester Tigers
",42,"
Sale Sharks ",22,0

2013,"
Exeter Chiefs ",29," Harlequins
",30," Harlequins
",30,"
Exeter Chiefs ",29,0

2013,"
Harlequins ",19," Bath Rugby
",16,"
Harlequins ",19," Bath Rugby
",16,0

2013,"
Leicester Tigers ",31," Saracens
",27,"
Leicester Tigers ",31," Saracens
",27,0

2013,"
London Irish ",22," Sale Sharks
",20,"
London Irish ",22," Sale Sharks
",20,0

2013,"
Newcastle Falcons ",13," Exeter Chiefs
",23," Exeter Chiefs
",23,"
Newcastle Falcons ",13,0

2013,"
Northampton Saints ",74," Wasps
",13,"
Northampton Saints ",74," Wasps
",13,0

2013,"
Worcester Warriors ",28," Gloucester Rugby
",27,"
Worcester Warriors ",28," Gloucester Rugby
",27,0

2013,      Northampton Saints ,21," Leicester Tigers
",20,      Northampton Saints ,21," Leicester Tigers
",20,0

2013,      Saracens ,31," Harlequins
",17,      Saracens ,31," Harlequins
",17,0

2013,      Northampton Saints ,24," Saracens
",20,      Northampton Saints ,24," Saracens
",20,0

2014,"
Northampton Saints ",53,"Gloucester Rugby
",6 ,"Gloucester Rugby
",6 ,"
Northampton Saints ",53,0

2014,"
Sale Sharks ",20," Bath Rugby
",29," Bath Rugby
",29,"
Sale Sharks ",20,0

2014,"
Saracens ",34," Wasps
",28,"
Saracens ",34," Wasps
",28,0

2014,"
Leicester Tigers ",36," Newcastle Falcons
",17,"
Leicester Tigers ",36," Newcastle Falcons
",17,0

2014,"
London Irish ",15," Harlequins
",20," Harlequins
",20,"
London Irish ",15,0

2014,"
London Welsh", 0," Exeter Chiefs
",52,"
London Welsh", 0," Exeter Chiefs
",52,0

2014,"
Harlequins", 0," Saracens
",39,"
Harlequins", 0," Saracens
",39,0

2014,"
Bath Rugby ",53," London Welsh
",26,"
Bath Rugby ",53," London Welsh
",26,0

2014,"
Gloucester Rugby ",34," Sale Sharks
",27,"
Gloucester Rugby ",34," Sale Sharks
",27,0

2014,"
Exeter Chiefs ",20," Leicester Tigers
",24," Leicester Tigers
",24,"
Exeter Chiefs ",20,0

2014,"
Wasps ",20," Northampton Saints
",16,"
Wasps ",20," Northampton Saints
",16,0

2014,"
Newcastle Falcons ",18," London Irish
",20," London Irish
",20,"
Newcastle Falcons ",18,0

2014,"
Gloucester Rugby ",22," Exeter Chiefs
",25," Exeter Chiefs
",25,"
Gloucester Rugby ",22,0

2014,"
Sale Sharks ",46,"London Welsh
",8 ,"London Welsh
",8 ,"
Sale Sharks ",46,0

2014,"
Harlequins ",26," Wasps
",23,"
Harlequins ",26," Wasps
",23,0

2014,"
London Irish ",32," Saracens
",36," Saracens
",36,"
London Irish ",32,0

2014,"
Bath Rugby ",45,"Leicester Tigers
",0 ,"
Bath Rugby ",45,"Leicester Tigers
",0 ,0

2014,"
Newcastle Falcons ",10," Northampton Saints
",35," Northampton Saints
",35,"
Newcastle Falcons ",10,0

2014,"
London Welsh ",10," Gloucester Rugby
",46," Gloucester Rugby
",46,"
London Welsh ",10,0

2014,"
Leicester Tigers ",19," London Irish
",22," London Irish
",22,"
Leicester Tigers ",19,0

2014,"
Saracens ",40," Sale Sharks
",19,"
Saracens ",40," Sale Sharks
",19,0

2014,"
Northampton Saints ",31," Bath Rugby
",24,"
Northampton Saints ",31," Bath Rugby
",24,0

2014,"
Exeter Chiefs ",36," Harlequins
",13,"
Exeter Chiefs ",36," Harlequins
",13,0

2014,"
Wasps ",35," Newcastle Falcons
",18,"
Wasps ",35," Newcastle Falcons
",18,0

2014,"
Bath Rugby ",21," Saracens
",11,"
Bath Rugby ",21," Saracens
",11,0

2014,"
Harlequins ",52,"London Welsh
",0 ,"
Harlequins ",52,"London Welsh
",0 ,0

2014,"
London Irish ",12," Northampton Saints
",19," Northampton Saints
",19,"
London Irish ",12,0

2014,"
Gloucester Rugby ",33," Leicester Tigers
",16,"
Gloucester Rugby ",33," Leicester Tigers
",16,0

2014,"
Sale Sharks ",25," Wasps
",14,"
Sale Sharks ",25," Wasps
",14,0

2014,"
Newcastle Falcons ",29," Exeter Chiefs
",24,"
Newcastle Falcons ",29," Exeter Chiefs
",24,0

2014,"
Leicester Tigers ",22," Harlequins
",16,"
Leicester Tigers ",22," Harlequins
",16,0

2014,"
London Welsh", 3," Newcastle Falcons
",23,"
London Welsh", 3," Newcastle Falcons
",23,0

2014,"
Exeter Chiefs ",44," London Irish
",24,"
Exeter Chiefs ",44," London Irish
",24,0

2014,"
Saracens ",28," Gloucester Rugby
",21,"
Saracens ",28," Gloucester Rugby
",21,0

2014,"
Northampton Saints ",43," Sale Sharks
",10,"
Northampton Saints ",43," Sale Sharks
",10,0

2014,"
Wasps ",29," Bath Rugby
",22,"
Wasps ",29," Bath Rugby
",22,0

2014,"
Gloucester Rugby ",15," Harlequins
",22," Harlequins
",22,"
Gloucester Rugby ",15,0

2014,"
Northampton Saints ",18," Exeter Chiefs
",24," Exeter Chiefs
",24,"
Northampton Saints ",18,0

2014,"
Sale Sharks ",36,"London Irish
",8 ,"London Irish
",8 ,"
Sale Sharks ",36,0

2014,"
Bath Rugby ",23," Newcastle Falcons
",14,"
Bath Rugby ",23," Newcastle Falcons
",14,0

2014,"
Leicester Tigers ",21," Saracens
",21,Draw,0,Draw,0,1

2014,"
Wasps ",71,"London Welsh
",7 ,"London Welsh
",7 ,"
Wasps ",71,0

2014,"
Harlequins ",12," Sale Sharks
",16," Sale Sharks
",16,"
Harlequins ",12,0

2014,"
Newcastle Falcons ",20," Gloucester Rugby
",10,"
Newcastle Falcons ",20," Gloucester Rugby
",10,0

2014,"
Exeter Chiefs ",31," Wasps
",15,"
Exeter Chiefs ",31," Wasps
",15,0

2014,"
London Irish ",23," Bath Rugby
",33," Bath Rugby
",33,"
London Irish ",23,0

2014,"
Saracens ",24," Northampton Saints
",31," Northampton Saints
",31,"
Saracens ",24,0

2014,"
London Welsh", 5," Leicester Tigers
",26,"
London Welsh", 5," Leicester Tigers
",26,0

2014,"
Bath Rugby ",25,"Harlequins
",6 ,"Harlequins
",6 ,"
Bath Rugby ",25,0

2014,"
Leicester Tigers ",18," Wasps
",16,"
Leicester Tigers ",18," Wasps
",16,0

2014,"
Exeter Chiefs ",27," Saracens
",19,"
Exeter Chiefs ",27," Saracens
",19,0

2014,"
London Irish", 9," Gloucester Rugby
",21,"
London Irish", 9," Gloucester Rugby
",21,0

2014,"
London Welsh ",14," Northampton Saints
",43," Northampton Saints
",43,"
London Welsh ",14,0

2014,"
Newcastle Falcons ",13," Sale Sharks
",18," Sale Sharks
",18,"
Newcastle Falcons ",13,0

2014,"
Sale Sharks ",18," Exeter Chiefs
",11,"
Sale Sharks ",18," Exeter Chiefs
",11,0

2014,"
Harlequins ",15,"Newcastle Falcons
",7 ,"Newcastle Falcons
",7 ,"
Harlequins ",15,0

2014,"
Saracens ",78,"London Welsh
",7 ,"London Welsh
",7 ,"
Saracens ",78,0

2014,"
Northampton Saints ",23," Leicester Tigers
",19,"
Northampton Saints ",23," Leicester Tigers
",19,0

2014,"
Gloucester Rugby ",16," Bath Rugby
",39," Bath Rugby
",39,"
Gloucester Rugby ",16,0

2014,"
Wasps ",48," London Irish
",16,"
Wasps ",48," London Irish
",16,0

2014,"
London Irish ",24,"London Welsh
",9 ,"London Welsh
",9 ,"
London Irish ",24,0

2014,"
Bath Rugby ",31," Exeter Chiefs
",14,"
Bath Rugby ",31," Exeter Chiefs
",14,0

2014,"
Sale Sharks ",30," Leicester Tigers
",32," Leicester Tigers
",32,"
Sale Sharks ",30,0

2014,"
Newcastle Falcons ",23," Saracens
",25," Saracens
",25,"
Newcastle Falcons ",23,0

2014,"
Harlequins ",25," Northampton Saints
",30," Northampton Saints
",30,"
Harlequins ",25,0

2014,"
Gloucester Rugby ",23," Wasps
",30," Wasps
",30,"
Gloucester Rugby ",23,0

2014,"
Northampton Saints ",39," Newcastle Falcons
",31,"
Northampton Saints ",39," Newcastle Falcons
",31,0

2014,"
Saracens ",22,"London Irish
",6 ,"London Irish
",6 ,"
Saracens ",22,0

2014,"
Exeter Chiefs ",25," Gloucester Rugby
",26," Gloucester Rugby
",26,"
Exeter Chiefs ",25,0

2014,"
Leicester Tigers ",17,"Bath Rugby
",8 ,"Bath Rugby
",8 ,"
Leicester Tigers ",17,0

2014,"
Wasps ",41," Sale Sharks
",16,"
Wasps ",41," Sale Sharks
",16,0

2014,"
London Welsh ",13," Harlequins
",24," Harlequins
",24,"
London Welsh ",13,0

2014,"
Gloucester Rugby ",24," Saracens
",23,"
Gloucester Rugby ",24," Saracens
",23,0

2014,"
Sale Sharks ",20,"Northampton Saints
",7 ,"Northampton Saints
",7 ,"
Sale Sharks ",20,0

2014,"
Bath Rugby ",39," Wasps
",26,"
Bath Rugby ",39," Wasps
",26,0

2014,"
Harlequins ",32," Leicester Tigers
",12,"
Harlequins ",32," Leicester Tigers
",12,0

2014,"
Newcastle Falcons ",38,"London Welsh
",7 ,"London Welsh
",7 ,"
Newcastle Falcons ",38,0

2014,"
London Irish ",28," Exeter Chiefs
",26,"
London Irish ",28," Exeter Chiefs
",26,0

2014,"
Leicester Tigers ",18," Gloucester Rugby
",15,"
Leicester Tigers ",18," Gloucester Rugby
",15,0

2014,"
Northampton Saints ",15,"London Irish
",9 ,"London Irish
",9 ,"
Northampton Saints ",15,0

2014,"
Exeter Chiefs ",46," Newcastle Falcons
",17,"
Exeter Chiefs ",46," Newcastle Falcons
",17,0

2014,"
London Welsh ",12," Sale Sharks
",52," Sale Sharks
",52,"
London Welsh ",12,0

2014,"
Saracens ",34," Bath Rugby
",24,"
Saracens ",34," Bath Rugby
",24,0

2014,"
Wasps ",37,"Harlequins
",6 ,"Harlequins
",6 ,"
Wasps ",37,0

2014,"
Newcastle Falcons ",23," Wasps
",23,Draw,0,Draw,0,1

2014,"
Sale Sharks ",14," Saracens
",10,"
Sale Sharks ",14," Saracens
",10,0

2014,"
Gloucester Rugby ",48," London Welsh
",10,"
Gloucester Rugby ",48," London Welsh
",10,0

2014,"
Harlequins ",21," Exeter Chiefs
",32," Exeter Chiefs
",32,"
Harlequins ",21,0

2014,"
Bath Rugby ",13," Northampton Saints
",21," Northampton Saints
",21,"
Bath Rugby ",13,0

2014,"
London Irish", 6," Leicester Tigers
",12,"
London Irish", 6," Leicester Tigers
",12,0

2014,"
Northampton Saints ",17," Harlequins
",13,"
Northampton Saints ",17," Harlequins
",13,0

2014,"
London Welsh ",12," London Irish
",50," London Irish
",50,"
London Welsh ",12,0

2014,"
Leicester Tigers ",28,"Sale Sharks
",8 ,"Sale Sharks
",8 ,"
Leicester Tigers ",28,0

2014,"
Saracens ",22," Newcastle Falcons
",17,"
Saracens ",22," Newcastle Falcons
",17,0

2014,"
Exeter Chiefs ",16,"Bath Rugby
",6 ,"Bath Rugby
",6 ,"
Exeter Chiefs ",16,0

2014,"
Wasps ",32," Gloucester Rugby
",21,"
Wasps ",32," Gloucester Rugby
",21,0

2014,"
Bath Rugby ",12,"Sale Sharks
",3 ,"Sale Sharks
",3 ,"
Bath Rugby ",12,0

2014,"
Exeter Chiefs ",74," London Welsh
",19,"
Exeter Chiefs ",74," London Welsh
",19,0

2014,"
Harlequins ",26," London Irish
",20,"
Harlequins ",26," London Irish
",20,0

2014,"
Gloucester Rugby ",33," Northampton Saints
",33,Draw,0,Draw,0,1

2014,"
Wasps ",17," Saracens
",26," Saracens
",26,"
Wasps ",17,0

2014,"
Newcastle Falcons ",12," Leicester Tigers
",16," Leicester Tigers
",16,"
Newcastle Falcons ",12,0

2014,"
Northampton Saints ",52," Wasps
",30,"
Northampton Saints ",52," Wasps
",30,0

2014,"
Leicester Tigers ",25," Exeter Chiefs
",18,"
Leicester Tigers ",25," Exeter Chiefs
",18,0

2014,"
London Irish ",22," Newcastle Falcons
",21,"
London Irish ",22," Newcastle Falcons
",21,0

2014,"
Saracens ",42," Harlequins
",14,"
Saracens ",42," Harlequins
",14,0

2014,"
Sale Sharks ",23,"Gloucester Rugby
",6 ,"Gloucester Rugby
",6 ,"
Sale Sharks ",23,0

2014,"
London Welsh ",14," Bath Rugby
",29," Bath Rugby
",29,"
London Welsh ",14,0

2014,"
Newcastle Falcons ",19," Bath Rugby
",29," Bath Rugby
",29,"
Newcastle Falcons ",19,0

2014,"
Harlequins ",29," Gloucester Rugby
",26,"
Harlequins ",29," Gloucester Rugby
",26,0

2014,"
Saracens ",22,"Leicester Tigers
",6 ,"Leicester Tigers
",6 ,"
Saracens ",22,0

2014,"
Exeter Chiefs ",21," Northampton Saints
",10,"
Exeter Chiefs ",21," Northampton Saints
",10,0

2014,"
London Welsh ",13," Wasps
",40," Wasps
",40,"
London Welsh ",13,0

2014,"
London Irish ",25," Sale Sharks
",23,"
London Irish ",25," Sale Sharks
",23,0

2014,"
Bath Rugby ",43," London Irish
",18,"
Bath Rugby ",43," London Irish
",18,0

2014,"
Sale Sharks ",23," Harlequins
",25," Harlequins
",25,"
Sale Sharks ",23,0

2014,"
Gloucester Rugby ",42," Newcastle Falcons
",40,"
Gloucester Rugby ",42," Newcastle Falcons
",40,0

2014,"
Leicester Tigers ",38," London Welsh
",17,"
Leicester Tigers ",38," London Welsh
",17,0

2014,"
Northampton Saints ",25," Saracens
",20,"
Northampton Saints ",25," Saracens
",20,0

2014,"
Wasps ",36," Exeter Chiefs
",29,"
Wasps ",36," Exeter Chiefs
",29,0

2014,"
Harlequins ",26," Bath Rugby
",27," Bath Rugby
",27,"
Harlequins ",26,0

2014,"
Sale Sharks ",34," Newcastle Falcons
",28,"
Sale Sharks ",34," Newcastle Falcons
",28,0

2014,"
Gloucester Rugby ",35," London Irish
",13,"
Gloucester Rugby ",35," London Irish
",13,0

2014,"
Northampton Saints ",46,"London Welsh
",0 ,"
Northampton Saints ",46,"London Welsh
",0 ,0

2014,"
Wasps ",21," Leicester Tigers
",26," Leicester Tigers
",26,"
Wasps ",21,0

2014,"
Saracens ",20," Exeter Chiefs
",24," Exeter Chiefs
",24,"
Saracens ",20,0

2014,"
Bath Rugby ",50," Gloucester Rugby
",30,"
Bath Rugby ",50," Gloucester Rugby
",30,0

2014,"
Exeter Chiefs ",44," Sale Sharks
",16,"
Exeter Chiefs ",44," Sale Sharks
",16,0

2014,"
Leicester Tigers ",22," Northampton Saints
",14,"
Leicester Tigers ",22," Northampton Saints
",14,0

2014,"
London Irish ",40," Wasps
",40,Draw,0,Draw,0,1

2014,"
London Welsh ",17," Saracens
",68," Saracens
",68,"
London Welsh ",17,0

2014,"
Newcastle Falcons ",37," Harlequins
",21,"
Newcastle Falcons ",37," Harlequins
",21,0

2014,      Northampton Saints ,24," Saracens
",29," Saracens
",29,      Northampton Saints ,24,0

2014,      Bath Rugby ,47," Leicester Tigers
",10,      Bath Rugby ,47," Leicester Tigers
",10,0

2014,      Bath Rugby ,16," Saracens
",28," Saracens
",28,      Bath Rugby ,16,0

2015,"
Harlequins ",26," Wasps
",21,"
Harlequins ",26," Wasps
",21,0

2015,"
Worcester Warriors ",13," Northampton Saints
",12,"
Worcester Warriors ",13," Northampton Saints
",12,0

2015,"
Newcastle Falcons ",27," Gloucester Rugby
",39," Gloucester Rugby
",39,"
Newcastle Falcons ",27,0

2015,"
Bath Rugby ",19," Exeter Chiefs
",17,"
Bath Rugby ",19," Exeter Chiefs
",17,0

2015,"
Saracens ",41,"Sale Sharks
",3 ,"
Saracens ",41,"Sale Sharks
",3 ,0

2015,"
London Irish ",16," Leicester Tigers
",28," Leicester Tigers
",28,"
London Irish ",16,0

2015,"
Gloucester Rugby ",15," Saracens
",17," Saracens
",17,"
Gloucester Rugby ",15,0

2015,"
Sale Sharks ",27," Worcester Warriors
",13,"
Sale Sharks ",27," Worcester Warriors
",13,0

2015,"
Northampton Saints ",42," Newcastle Falcons
",16,"
Northampton Saints ",42," Newcastle Falcons
",16,0

2015,"
Wasps ",16,"Bath Rugby
",9 ,"Bath Rugby
",9 ,"
Wasps ",16,0

2015,"
Exeter Chiefs ",38," London Irish
",11,"
Exeter Chiefs ",38," London Irish
",11,0

2015,"
Leicester Tigers ",22," Harlequins
",19,"
Leicester Tigers ",22," Harlequins
",19,0

2015,"
Saracens ",24," London Irish
",14,"
Saracens ",24," London Irish
",14,0

2015,"
Bath Rugby ",28," Harlequins
",38," Harlequins
",38,"
Bath Rugby ",28,0

2015,"
Gloucester Rugby ",24," Worcester Warriors
",22,"
Gloucester Rugby ",24," Worcester Warriors
",22,0

2015,"
Newcastle Falcons", 3," Exeter Chiefs
",41,"
Newcastle Falcons", 3," Exeter Chiefs
",41,0

2015,"
Sale Sharks ",20," Northampton Saints
",13,"
Sale Sharks ",20," Northampton Saints
",13,0

2015,"
Leicester Tigers ",24," Wasps
",16,"
Leicester Tigers ",24," Wasps
",16,0

2015,"
Harlequins ",16," Sale Sharks
",14,"
Harlequins ",16," Sale Sharks
",14,0

2015,"
London Irish ",14," Bath Rugby
",45," Bath Rugby
",45,"
London Irish ",14,0

2015,"
Worcester Warriors ",28," Newcastle Falcons
",20,"
Worcester Warriors ",28," Newcastle Falcons
",20,0

2015,"
Northampton Saints", 6," Saracens
",12,"
Northampton Saints", 6," Saracens
",12,0

2015,"
Exeter Chiefs ",19,"Leicester Tigers
",6 ,"Leicester Tigers
",6 ,"
Exeter Chiefs ",19,0

2015,"
Wasps ",23,"Gloucester Rugby
",3 ,"Gloucester Rugby
",3 ,"
Wasps ",23,0

2015,"
Northampton Saints ",15,"Gloucester Rugby
",3 ,"Gloucester Rugby
",3 ,"
Northampton Saints ",15,0

2015,"
Sale Sharks ",15," Newcastle Falcons
",15,Draw,0,Draw,0,1

2015,"
Exeter Chiefs ",26," Harlequins
",25,"
Exeter Chiefs ",26," Harlequins
",25,0

2015,"
Saracens ",48," Worcester Warriors
",18,"
Saracens ",48," Worcester Warriors
",18,0

2015,"
London Irish ",15," Wasps
",33," Wasps
",33,"
London Irish ",15,0

2015,"
Leicester Tigers ",21," Bath Rugby
",11,"
Leicester Tigers ",21," Bath Rugby
",11,0

2015,"
Gloucester Rugby ",23," Sale Sharks
",19,"
Gloucester Rugby ",23," Sale Sharks
",19,0

2015,"
Harlequins ",38,"London Irish
",7 ,"London Irish
",7 ,"
Harlequins ",38,0

2015,"
Worcester Warriors ",20," Leicester Tigers
",29," Leicester Tigers
",29,"
Worcester Warriors ",20,0

2015,"
Bath Rugby ",11," Northampton Saints
",13," Northampton Saints
",13,"
Bath Rugby ",11,0

2015,"
Wasps ",27," Exeter Chiefs
",41," Exeter Chiefs
",41,"
Wasps ",27,0

2015,"
Newcastle Falcons", 3," Saracens
",38,"
Newcastle Falcons", 3," Saracens
",38,0

2015,"
London Irish ",25," Northampton Saints
",23,"
London Irish ",25," Northampton Saints
",23,0

2015,"
Exeter Chiefs ",33," Sale Sharks
",17,"
Exeter Chiefs ",33," Sale Sharks
",17,0

2015,"
Leicester Tigers ",22," Newcastle Falcons
",10,"
Leicester Tigers ",22," Newcastle Falcons
",10,0

2015,"
Wasps ",16," Saracens
",26," Saracens
",26,"
Wasps ",16,0

2015,"
Bath Rugby ",21," Worcester Warriors
",14,"
Bath Rugby ",21," Worcester Warriors
",14,0

2015,"
Harlequins ",39," Gloucester Rugby
",39,Draw,0,Draw,0,1

2015,"
Northampton Saints", 8,"Exeter Chiefs
",3 ,"
Northampton Saints", 8,"Exeter Chiefs
",3 ,0

2015,"
Gloucester Rugby ",27," London Irish
",14,"
Gloucester Rugby ",27," London Irish
",14,0

2015,"
Newcastle Falcons ",19," Bath Rugby
",14,"
Newcastle Falcons ",19," Bath Rugby
",14,0

2015,"
Saracens ",26,"Leicester Tigers
",6 ,"Leicester Tigers
",6 ,"
Saracens ",26,0

2015,"
Sale Sharks ",15,"Wasps
",9 ,"Wasps
",9 ,"
Sale Sharks ",15,0

2015,"
Worcester Warriors ",20," Harlequins
",24," Harlequins
",24,"
Worcester Warriors ",20,0

2015,"
Exeter Chiefs ",19," Gloucester Rugby
",10,"
Exeter Chiefs ",19," Gloucester Rugby
",10,0

2015,"
Harlequins ",29," Saracens
",23,"
Harlequins ",29," Saracens
",23,0

2015,"
Leicester Tigers ",30," Northampton Saints
",27,"
Leicester Tigers ",30," Northampton Saints
",27,0

2015,"
London Irish ",20," Newcastle Falcons
",15,"
London Irish ",20," Newcastle Falcons
",15,0

2015,"
Wasps ",32," Worcester Warriors
",22,"
Wasps ",32," Worcester Warriors
",22,0

2015,"
Northampton Saints ",11," Wasps
",24," Wasps
",24,"
Northampton Saints ",11,0

2015,"
Sale Sharks ",38," London Irish
",10,"
Sale Sharks ",38," London Irish
",10,0

2015,"
Gloucester Rugby ",18," Leicester Tigers
",19," Leicester Tigers
",19,"
Gloucester Rugby ",18,0

2015,"
Saracens ",19," Bath Rugby
",13,"
Saracens ",19," Bath Rugby
",13,0

2015,"
Newcastle Falcons ",26," Harlequins
",19,"
Newcastle Falcons ",26," Harlequins
",19,0

2015,"
Worcester Warriors ",15," Exeter Chiefs
",30," Exeter Chiefs
",30,"
Worcester Warriors ",15,0

2015,"
Bath Rugby ",11," Gloucester Rugby
",15," Gloucester Rugby
",15,"
Bath Rugby ",11,0

2015,"
Harlequins ",23," Northampton Saints
",27," Northampton Saints
",27,"
Harlequins ",23,0

2015,"
Wasps", 9,"Newcastle Falcons
",8 ,"
Wasps", 9,"Newcastle Falcons
",8 ,0

2015,"
Leicester Tigers", 3," Sale Sharks
",10,"
Leicester Tigers", 3," Sale Sharks
",10,0

2015,"
Exeter Chiefs ",11," Saracens
",14," Saracens
",14,"
Exeter Chiefs ",11,0

